old,weird,new,lng,lat
B3610,3610,2004,-73.934171,40.770845
B3611,3611,2005,-73.9534573,40.7449067
B3611,3611,2006,-73.9534573,40.7449067
B3612,3612,2007,-73.9286078,40.7703743
B3612,3612,2008,-73.9286078,40.7703743
B3613,3613,2009,-73.957539,40.745038
B3613,3613,2010,-73.957539,40.745038
B3614,3614,2011,-73.9249574,40.768692
B3614,3614,2012,-73.9249574,40.768692
B3615,3615,2013,-73.9460927,40.748
B3615,3615,2014,-73.9460927,40.748
B3616,3616,2015,-73.9136695,40.7656251
B3616,3616,2016,-73.9136695,40.7656251
B3617,3617,2017,-73.9169858,40.7671
B3617,3617,2018,-73.9169858,40.7671
B3618,3618,2019,-73.941275,40.7485
B3618,3618,2020,-73.941275,40.7485
B3619,3619,2021,-73.9246145,40.7713615
B3619,3619,2022,-73.9246145,40.7713615
B3620,3620,2023,-73.9479119,40.7519071
B3620,3620,2024,-73.9479119,40.7519071
B3621,3621,2025,-73.9309134,40.7739825
B3621,3621,2026,-73.9309134,40.7739825
B3622,3622,2027,-73.939182,40.80756
B3622,3622,2028,-73.939182,40.80756
B3623,3623,2029,-73.9634,40.8109494
B3623,3623,2030,-73.9634,40.8109494
B3625,3625,2031,-73.9364281,40.7525758
B3625,3625,2032,-73.9364281,40.7525758
B3628,3628,2033,-73.9490782,40.8025566
B3628,3628,2034,-73.9490782,40.8025566
B3629,3629,2035,-73.94776493,40.80949535
B3629,3629,2036,-73.94776493,40.80949535
B3630,3630,2037,-73.9559308,40.8038654
B3630,3630,2038,-73.9559308,40.8038654
B3631,3631,2039,-73.956741,40.666563
B3631,3631,2040,-73.956741,40.666563
B3632,3632,2041,-73.9788115,40.72804857
B3632,3632,2042,-73.9788115,40.72804857
B3635,3635,2043,-73.99516761,40.75462324
B3635,3635,2044,-73.99516761,40.75462324
B3637,3637,2045,-73.96599591,40.68323865
B3637,3637,2046,-73.96599591,40.68323865
B3638,3638,2047,-74.0354826,40.7242941
B3638,3638,2048,-74.0354826,40.7242941
B3639,3639,2049,-74.034234,40.7192517
B3639,3639,2050,-74.034234,40.7192517
B3641,3641,2051,-73.98918629,40.74286877
B3641,3641,2052,-73.98918629,40.74286877
B3642,3642,2053,-73.95012259,40.7872852
B3642,3642,2054,-73.95012259,40.7872852
B3643,3643,2055,-73.98123622,40.75272201
B3643,3643,2056,-73.98123622,40.75272201
B3644,3644,2057,-74.01488185,40.67581623
B3644,3644,2058,-74.01488185,40.67581623
B3645,3645,2059,-73.99706125,40.67233267
B3645,3645,2060,-73.99706125,40.67233267
B3646,3646,2061,-73.9398551,40.76315482
B3646,3646,2062,-73.9398551,40.76315482
B3647,3647,2063,-73.93725872,40.74128309
B3647,3647,2064,-73.93725872,40.74128309
B3648,3648,2065,-73.9707756,40.69795032
B3648,3648,2066,-73.9707756,40.69795032
B3649,3649,2067,-73.95324737,40.81439444
B3649,3649,2068,-73.95324737,40.81439444
B3650,3650,2069,-73.56890559,45.50626419
B3650,3650,2070,-73.56890559,45.50626419
B3651,3651,2071,-73.97468617,40.72522577
B3651,3651,2072,-73.97468617,40.72522577
B3652,3652,2073,-73.99230838,40.67013328
B3652,3652,2074,-73.99230838,40.67013328
B3653,3653,2075,-73.9283216,40.75820465
B3653,3653,2076,-73.9283216,40.75820465
B3654,3654,2077,-73.9334929,40.75186951
B3654,3654,2078,-73.9334929,40.75186951
B3656,3656,2079,-73.98583621,40.72307749
B3656,3656,2080,-73.98583621,40.72307749
B3658,3658,2081,-74.00367558,40.74353373
B3658,3658,2082,-74.00367558,40.74353373
B3659,3659,2083,-74.00413692,40.74294892
B3659,3659,2084,-74.00413692,40.74294892
B3660,3660,2085,-74.00138497,40.74102151
B3660,3660,2086,-74.00138497,40.74102151
B3661,3661,2087,-73.96055639,40.66643931
B3661,3661,2088,-73.96055639,40.66643931
B3662,3662,2089,-73.91691685,40.7612939
B3662,3662,2090,-73.91691685,40.7612939
B3663,3663,2091,-73.97382796,40.67716489
B3663,3663,2092,-73.97382796,40.67716489
B3664,3664,2093,-74.01030064,40.72019521
B3664,3664,2094,-74.01030064,40.72019521
B3666,3666,2095,-73.92062902,40.76642553
B3666,3666,2096,-73.92062902,40.76642553
B3668,3668,2097,-73.94984365,40.72395678
B3668,3668,2098,-73.94984365,40.72395678
B3669,3669,2099,-74.00314048,40.67630358
B3669,3669,2100,-74.00314048,40.67630358
B3671,3671,2101,-73.95427465,40.77477945
B3671,3671,2102,-73.95427465,40.77477945
B3672,3672,2103,-73.99474382,40.66976709
B3672,3672,2104,-73.99474382,40.66976709
B3673,3673,2105,-73.95563722,40.67759207
B3673,3673,2106,-73.95563722,40.67759207
B3674,3674,2107,-73.9867267,40.70140317
B3674,3674,2108,-73.9867267,40.70140317
B3675,3675,2109,-73.94968539,40.7845968
B3675,3675,2110,-73.94968539,40.7845968
B3676,3676,2111,-74.01472628,40.67583294
B3676,3676,2112,-74.01472628,40.67583294
B3678,3678,2113,-74.07195926,40.72572614
B3678,3678,2114,-74.07195926,40.72572614
B3680,3680,2115,-73.98025185,40.75412081
B3680,3680,2116,-73.98025185,40.75412081
B3681,3681,2117,-74.03768331,40.71517768
B3681,3681,2118,-74.03768331,40.71517768
B3683,3683,2119,-73.98453534,40.71015471
B3683,3683,2120,-73.98453534,40.71015471
B3684,3684,2121,-74.00398269,40.73756121
B3684,3684,2122,-74.00398269,40.73756121
B3685,3685,2123,-73.96459043,40.66065237
B3685,3685,2124,-73.96459043,40.66065237
B3686,3686,2125,-74.00507033,40.7394482
B3686,3686,2126,-74.00507033,40.7394482
B3687,3687,2127,-73.97449784,40.74322681
B3687,3687,2128,-73.97449784,40.74322681
B3688,3688,2129,-73.96638215,40.75792021
B3688,3688,2130,-73.96638215,40.75792021
B3689,3689,2131,-73.9664948,40.79904139
B3689,3689,2132,-73.9664948,40.79904139
B3690,3690,2133,-74.00935516,40.71334184
B3690,3690,2134,-74.00935516,40.71334184
B3691,3691,2135,-73.91065121,40.76408932
B3691,3691,2136,-73.91065121,40.76408932
B3692,3692,2137,-73.97440128,40.69999748
B3692,3692,2138,-73.97440128,40.69999748
B3693,3693,2139,-73.95921931,40.72248189
B3693,3693,2140,-73.95921931,40.72248189
B3695,3695,2141,-73.98919031,40.72686952
B3695,3695,2142,-73.98919031,40.72686952
B3697,3697,2143,-73.98918696,40.77515953
B3697,3697,2144,-73.98918696,40.77515953
B3699,3699,2145,-73.98917958,40.76360468
B3699,3699,2146,-73.98917958,40.76360468
B3700,3700,2147,-73.95333588,40.77940609
B3700,3700,2148,-73.95333588,40.77940609
B3701,3701,2149,-74.00504082,40.70831794
B3701,3701,2150,-74.00504082,40.70831794
B3704,3704,2151,-73.94176483,40.74375241
B3704,3704,2152,-73.94176483,40.74375241
B3705,3705,2153,-73.99968781,40.72840059
B3705,3705,2154,-73.99968781,40.72840059
B3709,3709,2155,-73.99642959,40.73804614
B3709,3709,2156,-73.99642959,40.73804614
B3711,3711,2157,-73.98067966,40.72966729
B3711,3711,2158,-73.98067966,40.72966729
B3712,3712,2159,-73.99740189,40.75469175
B3712,3712,2160,-73.99740189,40.75469175
B3714,3714,2161,-73.9544354,40.70684203
B3714,3714,2162,-73.9544354,40.70684203
B3715,3715,2163,-73.95520136,40.71816969
B3715,3715,2164,-73.95520136,40.71816969
B3716,3716,2165,-73.93795609,40.7535992
B3716,3716,2166,-73.93795609,40.7535992
B3718,3718,2167,-73.97950418,40.72746421
B3718,3718,2168,-73.97950418,40.72746421
B3719,3719,2169,-73.97381186,40.68322254
B3719,3719,2170,-73.97381186,40.68322254
B3720,3720,2171,-73.98721285,40.68461654
B3720,3720,2172,-73.98721285,40.68461654
B3721,3721,2173,-73.92093346,40.76754878
B3721,3721,2174,-73.92093346,40.76754878
